snomed_concept_id,c,description
1758011000006101,1600,
1017911000006105,1600,
702881000000101,1600,Adverse reaction to drug NOS (disorder)
190448007,1600,Drug-induced hypoglycemia without coma (disorder)
292442003,1600,Timolol adverse reaction (disorder)
10628591000119103,1600,Irritant contact dermatitis caused by chemical (disorder)
1124221000006102,1600,
1076731000006109,1600,
1022961000006102,1600,
982521000006101,1600,
1109761000006107,1600,
292040004,1600,Analgesic adverse reaction (disorder)
1013651000006109,1600,
1135141000006101,1600,
1108861000006108,1600,
293542006,1600,Glyceryl trinitrate adverse reaction (disorder)
1016631000006108,1600,
293501008,1600,Captopril adverse reaction (disorder)
1106611000006105,1600,
1102891000006102,1600,
1082151000006108,1600,
288309006,1600,Reaction - mixed vaccine (disorder)
1076641000006105,1600,
1052341000006104,1600,
1106091000006105,1600,
1083481000006101,1600,
78755001,1600,Contact dermatitis caused by cosmetics (disorder)
1058191000006109,1500,
1082511000006104,1500,
1060361000006109,1500,
1143751000006100,1500,
1660841000006105,1500,
31430005,1500,Medication-induced postural tremor (disorder)
1103441000006102,1500,
1118341000006101,1500,
1064821000006102,1500,
1016801000006104,1500,
1076261000006106,1500,
1896321000006103,1500,
1069601000006107,1500,
295077001,1500,Allergy to dipyridamole (finding)
1110051000006104,1500,
1016731000006104,1500,
1088181000006102,1500,
293354007,1500,Iron adverse reaction (disorder)
293259000,1500,Estrogen and progestogen preparation adverse reaction (disorder)
1093461000006105,1500,
1105661000006100,1500,
238992001,1500,Drug-induced erythroderma (disorder)
1137631000006105,1500,
200893007,1500,Localized skin eruption caused by drug and medicament (disorder)
1015781000006108,1500,
292996009,1500,Cefadroxil adverse reaction (disorder)
1038461000006108,1500,
1105221000006109,1500,
292532002,1500,Hyoscine adverse reaction (disorder)
1013091000006108,1500,
1106871000006102,1500,
1040061000006101,1500,
1138161000006105,1500,
1060831000006109,1500,
33211000,1500,Complication of anesthesia (disorder)
1055121000006103,1500,
1078421000006100,1500,
1076761000006100,1400,
200842003,1400,Allergic contact dermatitis caused by adhesive (disorder)
1023971000006101,1400,
1024531000006109,1400,
1115151000006106,1400,
1011331000006106,1400,
1072941000006102,1400,
1020221000006101,1400,
1108771000006105,1400,
1121001000006103,1400,
1067061000006106,1400,
1070501000006109,1400,
1036591000006102,1400,
1014441000006107,1400,
1745281000006108,1400,
1021411000006102,1400,
292362007,1400,Temazepam adverse reaction (disorder)
1040461000006105,1400,
292181009,1400,Cocaine adverse reaction (disorder)
1082451000006104,1400,
292100007,1400,Drug groups primarily affecting gastrointestinal system adverse reaction (disorder)
1042841000006108,1400,
1012091000006101,1400,
170860009,1400,Skin drug side effect (finding)
218791008,1400,Adverse reaction caused by cannabis (disorder)
1034101000006106,1400,
413427002,1400,Acquired fructose intolerance (disorder)
1086491000006106,1400,
1060981000006103,1400,
1106811000006106,1400,
292126002,1400,Loperamide adverse reaction (disorder)
1059811000006104,1400,
1078561000006107,1400,
1105061000006106,1400,
219088009,1400,Adverse reaction to vaccine product containing Neisseria meningitidis antigen (disorder)
217671006,1300,"Toxic reaction to hornets, wasps and bees (disorder)"
1061861000006105,1300,
1040551000006109,1300,
1067691000006108,1300,
1052201000006109,1300,
1034561000006103,1300,
1073671000006109,1300,
1073181000006102,1300,
1095871000006102,1300,
218619001,1300,Adverse reaction caused by ketoprofen (disorder)
413177005,1300,Alpha-adrenoceptor blocker not tolerated (situation)
1063031000006108,1300,
1113691000006107,1300,
1108331000006108,1300,
292512003,1300,Methyldopa adverse reaction (disorder)
1116881000006102,1300,
1093021000006107,1300,
54602006,1300,Suxamethonium apnea (finding)
1603081000006101,1300,
1115511000006102,1300,
1787661000006101,1300,
233880002,1300,Chronic myocardial disorder caused by chemical or external agent (disorder)
1011861000006106,1300,
1027711000006100,1300,
1024241000006101,1300,
292393008,1300,Chlorpromazine adverse reaction (disorder)
1654001,1300,Corticosteroid-induced glaucoma (disorder)
1052011000006100,1300,
1126631000006106,1300,
190524001,1300,Drug-induced adrenocortical insufficiency (disorder)
293133009,1300,"Hormone, synthetic hormone substitute or hormone antagonist adverse reaction (disorder)"
407674008,1300,Aspirin-induced asthma (disorder)
417135009,1300,Strontium ranelate not tolerated (situation)
1045871000006108,1300,
1898881000006106,1300,
1112871000006101,1300,
1579041000006108,1200,
1013311000006101,1200,
1058161000006101,1200,
1041871000006105,1200,
1057441000006109,1200,
1045751000006109,1200,
1069481000006101,1200,
1027261000006108,1200,
1106031000006106,1200,
1109941000006106,1200,
1026901000006102,1200,
1062731000006102,1200,
293334006,1200,Heparin adverse reaction (disorder)
1071571000006106,1200,
1010631000006106,1200,
1013441000006105,1200,
1096901000006106,1200,
1103271000006106,1200,
1124981000006109,1200,
1061661000006109,1200,
1015811000006105,1200,
1022131000006108,1200,
1034041000006109,1200,
1011081000006109,1200,
35001004,1200,Anaphylactoid reaction (disorder)
1107131000006105,1200,
1034251000006102,1200,
1077611000006109,1200,
1039491000006106,1200,
292821009,1200,Ketoconazole adverse reaction (disorder)
1771231000006108,1200,
1013841000006108,1200,
1012981000006100,1200,
1024931000006102,1200,
1013971000006106,1200,
1028261000006109,1200,
1102611000006106,1200,
1074891000006107,1200,
1912641000006106,1200,
1015481000006100,1200,
1138481000006107,1200,
219096004,1200,Adverse reaction to vaccine product containing Measles morbillivirus antigen (disorder)
294468006,1200,Allergy to neomycin (finding)
292938007,1200,Teicoplanin adverse reaction (disorder)
1089941000006103,1200,
1026961000006101,1200,
1014021000006108,1200,
1036681000006101,1200,
1144401000006106,1100,
1758021000006109,1100,
1092121000006103,1100,
1640201000006101,1100,
1016131000006100,1100,
1022641000006105,1100,
1106441000006107,1100,
1099071000006106,1100,
1957181000006103,1100,
698707001,1100,Adverse reaction caused by coronary vasodilator (disorder)
1085331000006105,1100,
1098901000006107,1100,
1036471000006102,1100,
1012971000006103,1100,
293075007,1100,Rifampicin adverse reaction (disorder)
1028841000006109,1100,
1039541000006101,1100,
238572001,1100,Lanolin contact dermatitis (disorder)
1915231000006108,1100,
1038631000006101,1100,
292291007,1100,Imipramine adverse reaction (disorder)
1060851000006102,1100,
1051341000006105,1100,
413176001,1100,Thiazide not tolerated (situation)
1664741000006107,1100,
1094641000006105,1100,
293453002,1100,Diuretic adverse reaction (disorder)
430400006,1100,Adverse reaction caused by antidiabetic drug (disorder)
1119701000006109,1100,
266451002,1100,Allergic gastroenteritis and colitis (disorder)
1062151000006105,1100,
1102441000006108,1100,
1045701000006105,1100,
1756761000006101,1100,
1109801000006103,1100,
1010661000006102,1100,
292361000,1100,Lorazepam adverse reaction (disorder)
1094461000006107,1100,
1022971000006109,1100,
1010651000006104,1100,
1093341000006103,1100,
1011971000006105,1100,
1094891000006102,1100,
1072061000006104,1100,
1054401000006101,1100,
1076651000006107,1100,
1053101000006109,1100,
1070371000006105,1100,
1103681000006106,1100,
293122006,1100,Adverse reaction to vaccine product containing Salmonella enterica subspecies enterica serovar Typhi antigen (disorder)
292230006,1100,Mercaptopurine adverse reaction (disorder)
1124581000006100,1000,
292258003,1000,Drug groups primarily affecting central nervous system adverse reaction (disorder)
1087311000006108,1000,
417982003,1000,Allergy to cosmetic material (finding)
292288007,1000,Clomipramine adverse reaction (disorder)
294469003,1000,Allergy to gentamicin (finding)
1106271000006103,1000,
1086031000006103,1000,
236429004,1000,Acute drug-induced renal failure (disorder)
1060891000006108,1000,
1053591000006109,1000,
1112891000006100,1000,
1077881000006103,1000,
1075221000006105,1000,
292615007,1000,Aminophylline adverse reaction (disorder)
1117981000006107,1000,
1032011000006104,1000,
1072541000006105,1000,
1124761000006102,1000,
1112651000006105,1000,
1017731000006101,1000,
292534001,1000,Atropine adverse reaction (disorder)
1090711000006109,1000,
292324009,1000,Primidone adverse reaction (disorder)
1109921000006104,1000,
1065771000006109,1000,
293166008,1000,Dexamethasone adverse reaction (disorder)
421530001,1000,Adverse reaction caused by epinephrine (disorder)
1125491000006100,1000,
1324661000000105,1000,Adverse reaction to severe acute respiratory syndrome coronavirus 2 vaccine (disorder)
1055131000006100,1000,
1026721000006105,1000,
1022461000006107,1000,
1120601000006101,1000,
294833000,1000,Allergy to bisphosphonate (finding)
1089661000006106,1000,
1039371000006102,1000,
1075281000006109,1000,
371089000,1000,Serotonin syndrome (disorder)
1056931000006109,1000,
1105371000006101,1000,
1058651000006109,1000,
1093401000006109,1000,
1758001000006104,1000,
1055521000006106,1000,
1014761000006104,1000,
848251000000103,1000,Ibandronic acid not tolerated (situation)
1079281000006107,1000,
1043601000006104,1000,
1115571000006106,1000,
1134161000006103,1000,
1066271000006108,1000,
191322006,1000,Thrombocytopenia caused by drugs (disorder)
1047201000006109,1000,
200851006,1000,Irritant contact dermatitis caused by cosmetic (disorder)
1030881000006104,1000,
1663371000006100,900,
1057901000006104,900,
293146004,900,Prednisone adverse reaction (disorder)
1041991000006103,900,
46298002,900,Poisoning caused by hornet sting (disorder)
1017771000006103,900,
292451006,900,Nicotine adverse reaction (disorder)
1071841000006101,900,
292617004,900,Theophylline adverse reaction (disorder)
292847000,900,Antimalarial drug adverse reaction (disorder)
1098311000006106,900,
1039401000006104,900,
238573006,900,Perfume contact dermatitis (disorder)
1106311000006103,900,
1093301000006100,900,
1079451000006103,900,
1128851000006104,900,
1781331000006106,900,
293537003,900,Hydralazine adverse reaction (disorder)
1042271000006101,900,
1098741000006106,900,
1085281000006101,900,
1094671000006102,900,
1103391000006101,900,
1085461000006107,900,
1033941000006107,900,
1097991000006101,900,
1759101000006109,900,
13482891000006106,900,
1053351000006106,900,
1028851000006106,900,
1048181000006109,900,
292593009,900,Hydroxyzine adverse reaction (disorder)
1109711000006109,900,
1080891000006106,900,
1073461000006104,900,
292447009,900,Phenoxybenzamine adverse reaction (disorder)
1083581000006102,900,
1060541000006101,900,
293967003,900,Allergy to bisoprolol (finding)
1108371000006106,900,
1018221000006109,900,
1062001000006107,900,
292601005,900,Sodium cromoglycate adverse reaction (disorder)
1083851000006107,900,
1137791000006102,900,
1115471000006107,900,
170697001,900,Neurological drug side effects (finding)
1123291000006103,900,
1060901000006107,900,
367141000000103,900,Leflunomide adverse reaction (disorder)
1026311000006103,900,
292519007,900,Ephedrine adverse reaction (disorder)
1110151000006100,900,
1097831000006105,900,
1083871000006102,900,
1806971000006103,900,
1078471000006104,900,
1712211000006102,900,
1065791000006105,900,
426487006,900,Toxic effect from eating shellfish (disorder)
1058621000006100,900,
292405005,900,Flupenthixol adverse reaction (disorder)
1115451000006102,900,
1726751000006104,900,
292323003,900,Phenobarbitone adverse reaction (disorder)
82545002,900,Blood transfusion reaction (disorder)
293141009,900,Corticosteroids adverse reaction (disorder)
1042331000006107,900,
1028281000006104,900,
292435003,900,Labetalol adverse reaction (disorder)
292329004,900,Clonazepam adverse reaction (disorder)
1093121000006108,900,
1114361000006105,800,
1073541000006102,800,
1018931000006103,800,
1053111000006107,800,
1059881000006106,800,
1030651000006106,800,
1857401000006108,800,
1101501000006104,800,
1066461000006100,800,
1075141000006107,800,
6888008,800,Contact dermatitis caused by dye (disorder)
248891000000103,800,Non-steroidal anti-inflammatory drug induced gastric ulcer (disorder)
1098171000006104,800,
1021501000006104,800,
1084561000006109,800,
1771881000006105,800,
1041491000006109,800,
292256004,800,Cyclosporin adverse reaction (disorder)
1058831000006103,800,
1060551000006104,800,
1109261000006101,800,
1096881000006109,800,
1105641000006104,800,
1085521000006102,800,
1087071000006102,800,
1011381000006107,800,
1068711000006105,800,
1027051000006102,800,
1069711000006102,800,
1096081000006101,800,
1083501000006106,800,
292432000,800,Carvedilol adverse reaction (disorder)
242060008,800,Adverse reaction caused by antipyretic (disorder)
1017221000006105,800,
293592007,800,Allergy to dextropropoxyphene (finding)
1051451000006100,800,
293234009,800,Androgen adverse reaction (disorder)
1094621000006103,800,
1059601000006103,800,
1107111000006104,800,
1804181000006107,800,
1085951000006104,800,
1040311000006102,800,
292695006,800,Methocarbamol adverse reaction (disorder)
1091811000006109,800,
218724007,800,Adverse reaction caused by tetracaine (disorder)
302985004,800,Adverse reaction caused by eye drug (disorder)
10628711000119101,800,Allergic contact dermatitis caused by plant material (disorder)
1115781000006102,800,
1047341000006104,800,
1011901000006104,800,
395471000000105,800,[X]Oral contraceptives causing adverse effects in therapeutic use (disorder)
1066491000006108,800,
1023131000006102,800,
1113061000006105,800,
848291000000106,800,Denosumab not tolerated (situation)
1066521000006105,800,
1114211000006103,800,
1085851000006108,800,
1061881000006100,800,
1894691000006102,800,
1108621000006101,800,
1107401000006108,800,
1075951000006106,800,
1015701000006104,800,
1121191000006106,800,
294652008,800,Allergy to vaccine product containing Streptococcus pneumoniae antigen (finding)
1051581000006107,800,
1103501000006103,800,
